id,kind,title,statement,priority,mvp,lifecycle_status,disposition,disposition_reason_ref,source_kind,source_span,introduced_in,retired_in,custom_attributes,last_referenced
NFR-053,non-functional,"All application configuration shall be externalized; switching deployment environments (dev/staging/prod) requires only environment variable changes, not code changes or image rebuilds. **Target:** 0 ","All application configuration shall be externalized; switching deployment environments (dev/staging/prod) requires only environment variable changes, not code changes or image rebuilds. **Target:** 0 environment-specific values hardcoded in source code or Dockerfile.",Must,1,Approved,,,brief,ADR-0013; docs/requirements/non-functional.md §Portability,1,,"{""v1"": {""ID"": ""NFR-053"", ""Requirement"": ""All application configuration shall be externalized; switching deployment environments (dev/staging/prod) requires only environment variable changes, not code changes or image rebuilds. **Target:** 0 environment-specific values hardcoded in source code or Dockerfile."", ""Source"": ""ADR-0013; docs/requirements/non-functional.md §Portability"", ""Priority"": ""Must"", ""Verification"": ""Code review: grep for known environment values (dev hostname, staging DB name); SAST scan.""}}",
NFR-054,non-functional,"Container images shall be built from a minimal base image (e.g., `mcr.microsoft.com/dotnet/aspnet:8.0-alpine` or equivalent distroless); image size shall not exceed 500 MB. **Target:** Image size ≤ 50","Container images shall be built from a minimal base image (e.g., `mcr.microsoft.com/dotnet/aspnet:8.0-alpine` or equivalent distroless); image size shall not exceed 500 MB. **Target:** Image size ≤ 500 MB.",Must,1,Approved,,,brief,ADR-0013; docs/requirements/non-functional.md §Portability,1,,"{""v1"": {""ID"": ""NFR-054"", ""Requirement"": ""Container images shall be built from a minimal base image (e.g., `mcr.microsoft.com/dotnet/aspnet:8.0-alpine` or equivalent distroless); image size shall not exceed 500 MB. **Target:** Image size ≤ 500 MB."", ""Source"": ""ADR-0013; docs/requirements/non-functional.md §Portability"", ""Priority"": ""Must"", ""Verification"": ""CI: `docker image inspect` after build; assert size ≤ 500 MB; base image layer verified.""}}",
NFR-055,non-functional,"The system shall not require Kubernetes, a service mesh, or a message broker to run; Docker Compose or equivalent single-host container orchestration is the supported deployment model in v1. **Target:","The system shall not require Kubernetes, a service mesh, or a message broker to run; Docker Compose or equivalent single-host container orchestration is the supported deployment model in v1. **Target:** 0 Kubernetes-specific manifests or broker dependencies in v1 deployment artifacts.",Must,1,Approved,,,brief,ADR-0013; CON-001,1,,"{""v1"": {""ID"": ""NFR-055"", ""Requirement"": ""The system shall not require Kubernetes, a service mesh, or a message broker to run; Docker Compose or equivalent single-host container orchestration is the supported deployment model in v1. **Target:** 0 Kubernetes-specific manifests or broker dependencies in v1 deployment artifacts."", ""Source"": ""ADR-0013; CON-001"", ""Priority"": ""Must"", ""Verification"": ""Architecture review; docker-compose.yml is the deployment artifact for v1.""}}",
NFR-056,non-functional,"Recovery Point Objective (RPO): in the event of a catastrophic failure, data loss shall not exceed 4 hours (i.e., database backups occur at least every 4 hours during business days). **Target:** RPO ≤","Recovery Point Objective (RPO): in the event of a catastrophic failure, data loss shall not exceed 4 hours (i.e., database backups occur at least every 4 hours during business days). **Target:** RPO ≤ 4 h.",Must,1,Approved,,,brief,docs/domain/deployment.md; docs/requirements/non-functional.md §Backup and DR,1,,"{""v1"": {""ID"": ""NFR-056"", ""Requirement"": ""Recovery Point Objective (RPO): in the event of a catastrophic failure, data loss shall not exceed 4 hours (i.e., database backups occur at least every 4 hours during business days). **Target:** RPO ≤ 4 h."", ""Source"": ""docs/domain/deployment.md; docs/requirements/non-functional.md §Backup and DR"", ""Priority"": ""Must"", ""Verification"": ""Backup schedule configuration review; restore test from most recent backup; verify data completeness to within 4 h of failure.""}}",
NFR-057,non-functional,Recovery Time Objective (RTO): the system shall be restorable to a functional state within 8 business hours of a declared disaster. **Target:** RTO ≤ 8 h.,Recovery Time Objective (RTO): the system shall be restorable to a functional state within 8 business hours of a declared disaster. **Target:** RTO ≤ 8 h.,Must,1,Approved,,,brief,docs/domain/deployment.md; docs/requirements/non-functional.md §Backup and DR,1,,"{""v1"": {""ID"": ""NFR-057"", ""Requirement"": ""Recovery Time Objective (RTO): the system shall be restorable to a functional state within 8 business hours of a declared disaster. **Target:** RTO ≤ 8 h."", ""Source"": ""docs/domain/deployment.md; docs/requirements/non-functional.md §Backup and DR"", ""Priority"": ""Must"", ""Verification"": ""DR drill: restore from backup to a clean environment; measure time from restore initiation to verified-healthy health check.""}}",
NFR-058,non-functional,Database backups shall be stored in a location separate from the primary database server; backups shall be tested for restorability at least quarterly. **Target:** Backups on separate storage; quarter,Database backups shall be stored in a location separate from the primary database server; backups shall be tested for restorability at least quarterly. **Target:** Backups on separate storage; quarterly restore test.,Must,1,Approved,,,brief,docs/domain/deployment.md; docs/requirements/non-functional.md §Backup and DR,1,,"{""v1"": {""ID"": ""NFR-058"", ""Requirement"": ""Database backups shall be stored in a location separate from the primary database server; backups shall be tested for restorability at least quarterly. **Target:** Backups on separate storage; quarterly restore test."", ""Source"": ""docs/domain/deployment.md; docs/requirements/non-functional.md §Backup and DR"", ""Priority"": ""Must"", ""Verification"": ""Backup policy review; quarterly restore test log.""}}",
NFR-059,non-functional,"All records (including audit log data) are **retained indefinitely in v1; no automatic purge**. Retention periods are **configurable** so legal/compliance can set them later. Immutable records (votes,","All records (including audit log data) are **retained indefinitely in v1; no automatic purge**. Retention periods are **configurable** so legal/compliance can set them later. Immutable records (votes, decisions, ADRs, MoM) are never purged. Specific retention periods (e.g., years) will be determined by org compliance/legal [unverified — validate with org]. **Target:** No automatic purge in v1; configurable retention; immutable records protected.",Must,1,Approved,,,brief,docs/domain/audit-and-records.md; ADR-0009,1,,"{""v1"": {""ID"": ""NFR-059"", ""Requirement"": ""All records (including audit log data) are **retained indefinitely in v1; no automatic purge**. Retention periods are **configurable** so legal/compliance can set them later. Immutable records (votes, decisions, ADRs, MoM) are never purged. Specific retention periods (e.g., years) will be determined by org compliance/legal [unverified — validate with org]. **Target:** No automatic purge in v1; configurable retention; immutable records protected."", ""Source"": ""docs/domain/audit-and-records.md; ADR-0009"", ""Priority"": ""Must"", ""Verification"": ""Data retention policy document; archive procedure in `docs/domain/audit-and-records.md`; verify no automated deletion job exists in v1.""}}",
NFR-060,non-functional,"File attachments (presentations, recordings, diagrams) are **retained; no automatic purge in v1**. Retention periods are configurable and will be set by legal/ops. No automated archival job deletes at","File attachments (presentations, recordings, diagrams) are **retained; no automatic purge in v1**. Retention periods are configurable and will be set by legal/ops. No automated archival job deletes attachments in v1. **Target:** Configurable retention; no automatic purge in v1.",Must,1,Approved,,,brief,docs/domain/audit-and-records.md; ADR-0014,1,,"{""v1"": {""ID"": ""NFR-060"", ""Requirement"": ""File attachments (presentations, recordings, diagrams) are **retained; no automatic purge in v1**. Retention periods are configurable and will be set by legal/ops. No automated archival job deletes attachments in v1. **Target:** Configurable retention; no automatic purge in v1."", ""Source"": ""docs/domain/audit-and-records.md; ADR-0014"", ""Priority"": ""Must"", ""Verification"": ""Data retention policy document; verify no automated attachment-deletion job exists in v1.""}}",
NFR-061,non-functional,"The web application shall support the latest two major versions of: Google Chrome, Microsoft Edge, Mozilla Firefox, and Apple Safari as of the release date. No Internet Explorer support. **Target:** F","The web application shall support the latest two major versions of: Google Chrome, Microsoft Edge, Mozilla Firefox, and Apple Safari as of the release date. No Internet Explorer support. **Target:** Functional on Chrome N/N-1, Edge N/N-1, Firefox N/N-1, Safari N/N-1.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Compatibility,1,,"{""v1"": {""ID"": ""NFR-061"", ""Requirement"": ""The web application shall support the latest two major versions of: Google Chrome, Microsoft Edge, Mozilla Firefox, and Apple Safari as of the release date. No Internet Explorer support. **Target:** Functional on Chrome N/N-1, Edge N/N-1, Firefox N/N-1, Safari N/N-1."", ""Source"": ""docs/requirements/non-functional.md §Compatibility"", ""Priority"": ""Must"", ""Verification"": ""Manual cross-browser test of critical workflows (login, backlog, vote, MoM) on all 4 browsers × 2 versions; verified pre-release.""}}",
NFR-062,non-functional,"The application shall be usable on tablet devices (iPad or equivalent, landscape orientation, ≥1024 px viewport width) with no horizontal scroll and no overlapping UI elements. **Target:** 0 UI defect","The application shall be usable on tablet devices (iPad or equivalent, landscape orientation, ≥1024 px viewport width) with no horizontal scroll and no overlapping UI elements. **Target:** 0 UI defects on 1024 px viewport (tablet landscape).",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Compatibility; ADR-0012,1,,"{""v1"": {""ID"": ""NFR-062"", ""Requirement"": ""The application shall be usable on tablet devices (iPad or equivalent, landscape orientation, ≥1024 px viewport width) with no horizontal scroll and no overlapping UI elements. **Target:** 0 UI defects on 1024 px viewport (tablet landscape)."", ""Source"": ""docs/requirements/non-functional.md §Compatibility; ADR-0012"", ""Priority"": ""Must"", ""Verification"": ""Manual: render on iPad (or 1024 px browser window) in both EN/LTR and AR/RTL; verify layout on backlog kanban, topic detail, and meeting MoM views.""}}",
